ID,DISTRICT,UPAZILA_THANA,INST_TYPE,LEVEL_OF_INSTITUTION,EIIN,NAME_OF_INSTITUTION,ADDRESS,POST,MOBAILE,E-mail
751,DHAKA,BADDA,MADRASAH,,107829,HAJI MADBOR ALI HASANIA DAKHIL MADRASAH,KHILBARITAKE,,1921211595,madboralihdm@gmail.com
752,DHAKA,CANTONMENT,MADRASAH,,107836,KHIL KHET ISLAMIA DAKHEL MADRASHA,0,,1612888488,infokidm1992@gmail.com
753,DHAKA,CANTONMENT,MADRASAH,,108555,KAWLAR ISLAMIA DAKHIL MADRASAH,kawlar,,1711370167,kawlardakhilmadrasah@gmail.com
754,DHAKA,CANTONMENT,MADRASAH,,134802,DUMNI NURPARA ISLAMIA DAKHIL MADRASHA,Dumni Nurpara,,1823807865,dumninidakhilmadrasah@ gmail.com
755,DHAKA,CANTONMENT,MADRASAH,,107852,MANIKDI AL ISLAH MOHILA ALIM MADRASHA,"187, MANIKDI",,1622594798,al.islah1997@gmail.com
756,DHAKA,CANTONMENT,MADRASAH,,107853,MANIKDI ISLAMIA (ALIM) MADRASHA,MADRASHA,,1914755825,maisimadhaka@gmail.com
757,DHAKA,CANTONMENT,MADRASAH,,108560,HOLAN ISLAMIA DAKHIL MADRASAH,holan,,1940607694,ruhulamin.mowlana@gmail.com
758,DHAKA,DEMRA,MADRASAH,,107905,ZAHIRUN NESSA MOHILA DAKHIL MADRASAH,Kutubkhali,,1686337604,zahirunnessa12228madrasha@gmail.com
759,DHAKA,DEMRA,MADRASAH,,107904,MATUAIL ISLAMIA DAKHIL MADRASAH,MATUAIL,,1915166298,miam9313@gmail.com
760,DHAKA,DEMRA,MADRASAH,,107901,FULMATI ISLMIA ALIM MADRASAH,SARULIA,,1531945219,fulmoti1985@gmail.com
761,DHAKA,DEMRA,MADRASAH,,108380,DARUL ISLAM DAKHIL MADRASHA,EAST BASABO,,1714296326,nmham17@gmail.com
762,DHAKA,DEMRA,MADRASAH,,107906,DARUNNAZAT SIDDIKIA KAMIL MDARASAH,BOXNAGOR,,1712891493,darunnazat1990@gmail.com
763,DHAKA,DHAMRAI,MADRASAH,,107948,AMRAIL SIDDIKIA DAKHIL MADRASHA,??????,,1712754088,m107948@yahoo.com
764,DHAKA,DHAMRAI,MADRASAH,,107943,SHARIFBAG ISLAMIA KAMIL MADRASAH,???????,,1716091606,m.107943@yahoo.com
765,DHAKA,DHAMRAI,MADRASAH,,107944,ISHANNAGAR DELDHA SHAH KARI ISLAMIA DAKHIL MADRASHA,ISHANNAGAR,,1727598738,m107944@gmail.com
766,DHAKA,DHAMRAI,MADRASAH,,107950,KAKRAN DAKHIL MADRASHA,??????,,1712064654,m_107950@yahoo.com
767,DHAKA,DHAMRAI,MADRASAH,,107951,PAKHSHI DAKHIL MAKRASHA,?????? ??????,,1743593191,m107951@gmail.com
768,DHAKA,DHAMRAI,MADRASAH,,107946,KUSHURA ISLAMIA DAKHIL MADRASHA,KUSHURA,,1946277076,m107946@gmail.com
769,DHAKA,GULSHAN,MADRASAH,,108029,SHAJADPUR NAZAR MAHAUD ALIM MADRASHA,SHAHJADPUR,,1819463372,Sahjadpur1992@gmail.com
770,DHAKA,GULSHAN,MADRASAH,,107837,KALACHANDPUR DAKHIL MADRASHA,KALACHANDPUR SCHOOL ROAD,,1715179898,kalachandpurdm@gmail.com
771,DHAKA,GULSHAN,MADRASAH,,108532,MADINATUL ULUM M. I. M. KAMIL MAD,"170, PURBOTEZTURY BAZAR",,1716880411,mumiwkm@gmail.com
772,DHAKA,GULSHAN,MADRASAH,,108030,MOHAKHALI DARUL ULUM HOSSAINIAH KAMIL MADRASHA,MOHAKHALI WIRELESSGATE,,1789830693,mduhkm1969@gmail.com
773,DHAKA,GULSHAN,MADRASAH,,108530,HAJEE MORON ALI ISLAMIA KAMIL MADRASAH,233/1 EAST NAKHALPARA,,1838419811,h.m.ali.madrasha@gmail.com
774,DHAKA,KAFRUL,MADRASAH,,108201,KAZIPARA SIDDIQUIA FAZIL MADRASAH,559,,1981282927,kssmbd@yahoo.com
775,DHAKA,LALBAG,MADRASAH,,108153,HAZRATBAG ISLAMIA ALIM MADRASA,"143, LALBAG ROAD",,1945566002,hbiam143@gmail.com
776,DHAKA,LALBAG,MADRASAH,,108151,"GOVT.MADRASAH -E-ALIA,DHAKA",Orphanage road,,1710908686,malia1780dhaka@yahoo.com
777,DHAKA,MOHAMMADPUR,MADRASAH,,108245,BAITUL FAZAL ISLAMIA DAKHIL MADRASHA,"S-22/A, NURJAHAN",,1726339390,bfimadrasa@gmail.com
778,DHAKA,MOHAMMADPUR,MADRASAH,,108244,QUADERIA TYEBIA (ALIA) KAMIL MADRASAH,9-Feb,,1819871277,quaderiamadrasah@gmail.com
779,DHAKA,MOTIJHEEL,MADRASAH,,108584,MISBAHUL ULUM KAMIL MADRASHA,Inner circular road,,1552481086,shahjahanmadani@yahoo.com
780,DHAKA,MOTIJHEEL,MADRASAH,,131745,DASERKANDI DARUSSUNNAH ALIM MADRASHA,DASERKANDI,,1868512462,damadrasha88@gmail.co
781,DHAKA,MOTIJHEEL,MADRASAH,,108064,NAZMUL HOQUE MADINATUL ULUM FAZIL MADRASA,"339,EAST GORAN",,1911197077,nazmulhoqmadrasah@gmail.com
782,DHAKA,MOTIJHEEL,MADRASAH,,108065,RAHATON NESA DAKHIL MADRASA,GOURONAGAR,,1840118575,rahatunnesa@yahoo.com
783,DHAKA,PALLABI,MADRASAH,,108205,BAONIABAD ISLAMIA ALIM MADRASAH,"BAONIABAD,BLOCK-D",,"1,712,260,572",baoniabadislamiaa@gmail.com
784,DHAKA,SHYAMPUR,MADRASAH,,108479,DHAKA MOHAMMADIA DAKHIL MADRASAH,"97,SHYAMPUR",,1720348178,dmdm108479@gmail.com
785,DHAKA,SHYAMPUR,MADRASAH,,108506,DHAKA NESARIA KAMIL MADRASAH,46 DHALKA NAGOR LANE,,1711933260,dhakanesaria1976@gmail.com
786,DHAKA,SHYAMPUR,MADRASAH,,107907,PURBA KAMDAMTALI ISLAMIA ALIM MADRASHA,EAST KAMDAMTALI,,1717227714,pkialim.madrasah@yahoo.com
787,DHAKA,UTTARA,MADRASAH,,108558,DARUL FALAH SALEHIA SAHEB ALI ALIM MADRASAH,Vatulia,,1556339603,"darulfalahmadrasha@gmail,com"
788,DHAKA,UTTARA,MADRASAH,,108554,UTTAR KHAN CHANPARA MOHILA DAKHIL MADRASHA,CHANPARA,,1736659705,u.chan.madrasha@gmail.com
789,DHAKA,UTTARA,MADRASAH,,108556,UJAMPUR DAKHIK MADRASHA,Ujampur,,1727327288,ujdakhil@gmail.com
790,DHAKA,MIRPUR,MADRASAH,,108199,MADRASHA-E-BAITUL MAMUR (ALIM),39/11,,1715770689,mebmamur@gmail.com
791,DHAKA,MIRPUR,MADRASAH,,108204,BATTUL MOHARRAF SENIOR MADRASAH,m-2,,1712539496,mahmudi9108@yahoo.com
792,DHAKA,MIRPUR,MADRASAH,,108203,MUHAMMADABAD ISLAMAIA ALIM MADRASHA,MIDDLEPAIKPARA,,1819020642,miam19103@yahoo.com
793,DHAKA,SHYAMPUR,MADRASAH,,108480,MURADPUR ISLAMIA ALIM MADRASAH,MURADPUR MADRASAH ROAD,,1712539835,muradpurislamiaalimmadrasah@gmail.com
794,DHAKA,SHYAMPUR,MADRASAH,,108505,DARUL ULUM AHSANIA KAMIL MADRASAH,"49/B, ?Shah Shaheb Lane",,1781505544,d.ulumahasania@gmail.com
795,DHAKA,KOTWALI,MADRASAH,,131582,HAZRAT FATIMA (R) MOHILA MADRASAH,"99/5 Dinonat Shen Road ,.",,1924624281,fatimamadrasah@yahoo.com
796,DHAKA,GULSHAN,MADRASAH,,108531,MODINATUL ULUM MODEL IN BOYS KAMIL MADRASHA,"170, EAST TESTURY BAZER",,1715177037,mumibkm@gmail.com
797,DHAKA,MOTIJHEEL,MADRASAH,,107898,ABED HALIMA ISLAMIA DAKHIL MADRASHA,BALUR PAR,,1715227961,abedhalimaidm@gmail.com
798,DHAKA,MOTIJHEEL,MADRASAH,,108384,NABIABAD ISLAMIA DAKHIL MADRASA,NANDIPARA,,1714445862,nabiabad.idm@gmail.com
799,DHAKA,MOHAMMADPUR,MADRASAH,,108246,ADARSHA ISLAMI MISSION MOHILA KAMIL MADRASAH,Mar-14,,1732302286,aimmkim@hotemail.com
800,DHAKA,MOHAMMADPUR,MADRASAH,,108247,GAWSIA ISLAMIA FAZIL MADRASHA,????? ??????,,1716317331,gawsia_ifm@yahoo.com
801,DHAKA,MOHAMMADPUR,MADRASAH,,108243,ZAMIA E HAZRAT ABU BAKAR SIDDIQUE (R:) DAKHIL MADRASHA,"BLOCK-F, JOINT QUATTER, JANNATBAG",,01960766456 / 01721939812,jmadrasha@gmail.com
802,DHAKA,UTTARA,MADRASAH,,108557,BATULIA MAHILA DAKHIL MADRASHA,VATULIA,,1768808907,bmmhdoffice@gmail.com
803,DHAKA,UTTARA,MADRASAH,,108561,NAYANAGAR NASARIA ISLAMIA DAKHIL MADRASA,NAYANAGAR,,1721461862,nesareamad@gmail.com
804,DHAKA,UTTARA,MADRASAH,,108562,TANJIMUL UMMAH CADET MADRASHA,"H#2/A, R#31, S#07",,1817013325,tucmbd@gmail.com
805,DHAKA,BADDA,MADRASAH,,107834,BARIDHARA NAJMUL ULUM ALIM MADRASH,"Kha-88/1, South Badda",,1819147632,bnudm1984@gmail.com
806,DHAKA,BADDA,MADRASAH,,107830,BERAID MUHAMMADIA DAKHIL MADRASAH,BORO BERAID,,1828170146,baraidmdakhilmadrasah@gmail.com
807,DHAKA,BADDA,MADRASAH,,108027,SATARKUL DIN MOHAMMAD GIRLS DAKHIL MADRASHA,SATARKUL,,1816433927,shafiquli539@yahoo.com
808,DHAKA,CANTONMENT,MADRASAH,,108559,FAIDABAD ASGARUL ULUM ALIM MADRASAH,Faidabad,,1687917371,fauamadrasah@gmai.com
809,DHAKA,DEMRA,MADRASAH,,107900,AMULIA MENDIPUR ISLAMIA ALIM MADRASA,Amolia,,1711154330,amism_info@yahoo.com
810,DHAKA,DEMRA,MADRASAH,,107899,DOGAIR DARUSSUNNAT FAZIL MADRASA,Dogair,,1556324945,principalddfm13@gmail.com
811,DHAKA,DEMRA,MADRASAH,,107897,SUNNA TENGRA SALEHIAH DAKHIL MADRASAH,sunna tangra,,1913571739,sonnanatangra11014gmail.com
812,DHAKA,DEMRA,MADRASAH,,107902,TAMIRUL MILLAT MOHILA KAMIL MADRASAH ?,BADSHA MIA ROAD,,1933234575,millatmohila@yahoo.com
813,DHAKA,DHAMRAI,MADRASAH,,107949,DEONAI DAKHIL MADRASHA,??????,,1715787004,md107949@gmail.com
814,DHAKA,DHAMRAI,MADRASAH,,107945,NANNAR NURUL HAQ DARUL ISLAM FAZIL MADRASHA,???????,,1964039361,m107945n@gmail.com
815,DHAKA,DHAMRAI,MADRASAH,,107942,ROWHA DARUL AMAN ISLAMIA DHAKHIL MADRASHA,????,,1720257976,ms107942@gmail.com
816,DHAKA,DHAMRAI,MADRASAH,,107947,SHOLDHAN DARUL ISLAM DAKHIL MADRASAH,?????,,1710760462,www.m107947@gmail.com
817,DHAKA,DEMRA,MADRASAH,,107903,JANNATUL BANAT MOHILA DAKHIL MADRASAH,145 North JATRABARI,,1748199991,jannatulbanateducation@gmail.com
818,DHAKA,DEMRA,MADRASAH,,108478,TAMIRUL MILLAT KAMIL MADRASHA,"315 ,MIRHAJIRBAG",,1715888547,tamirulmillat63@gmail.com
819,DHAKA,MOTIJHEEL,MADRASAH,,108271,RAILWAY HAFIZA SUNNIA ALIM MADRASHAH,NORTH SHAJANPUR,,1711359205,railwayhsamadrasah1992@yahoo.com
820,DHAKA,BADDA,MADRASAH,,108028,SATARKUL NOOR MOHAMMAD ALIM MADRASHA,SATARKUL ROAD,,1715819188,satarkulnmam85@gmail.com
821,DHAKA,DEMRA,MADRASAH,,108383,M.I DAKHIL MADRASAH,Manikdia,,1718263409,w01718263409@gmail.com
822,DHAKA,LALBAG,MADRASAH,,108152,HAFEZ ABDUR RAZZAQ ZAMEYA I. DM,"45/1, AZAIMPUR ROAD",,1911227541,harjim1997@gmail.com
823,DHAKA,LALBAG,MADRASAH,,108150,MAHMUDA KHATUN MOHILA FAZIL MAD.,"31, ABUL KHARIT",,1705317788,mkmkmadrasah@hotmail.com
824,DHAKA,LALBAG,MADRASAH,,108056,AL-AMIN ISLAMIA ALIM MADRASAH,"324 MADRASAH ROAD,JANNATBAG,Tekerhati",,01845960300 / 01711241127,aiamdhaka1988@gmail.com/m.shahidullah1973@gmail.com/
825,DHAKA,DEMRA,MADRASAH,,108382,BASABO DARUL ULUM SAYDEA DAKHIL MADRASA,"1 C, NORTH BASABO",,1715011371,bashabodarululum@yahoo.com
826,DHAKA,DEMRA,MADRASAH,,108381,MADRASHA E MOHAMMADIA ALIM MAD.,"BLOCK-D, 141",,1703919363,mmafazil1987@gmail.com
827,DHAKA,MOHAMMADPUR,MADRASAH,,108248,MOHAMMADIA ALIM MADRASAH,217/B,,1718966707,md.alim.mds2012@gmail.com
828,DHAKA,SHAHALI,MADRASAH,,108200,MASZIDUL AKBAR ISLAMIA D/MAD,"1C,E PLOT MO-3",,1717137510,maszidulakbar.dm@gmail.com
829,DHAKA,DHAMRAI,MADRASAH,,107952,BARATIA AL HAJ MAWLANA YEASIN PRE CADET DAKHIL MADRASHA,???????,,1959701191,m107952@hotmail.com
830,DHAKA,RAMNA,MADRASAH,,108350,NOYATOLA A.U.N. MODEL KAMIL MADRASAH,349/1noyatola,,1712163419,nmkm70@gmail.com
831,DHAKA,MOTIJHEEL,MADRASAH,,108066,KADERIA TAHERIA DAKHIL MADRASAH,Uttargaon (West Trimohoni),,1731296850,kaderiataheria.dm@gmail.com
832,DHAKA,SHAHALI,MADRASAH,,108202,HAZRAT SHAH ALI SR MADRASHA,SHUTH BISHIL,,1716621301,sakm008@gmail.com
833,Dhaka,Tejgaon,TECHNICAL,,132707,"NATIONAL POLYTECHNIC INSTITUTE,DHAKA",,,01912045795,INFO@NPI.EDU.BD
834,Dhaka,Pallabi,TECHNICAL,,136491,PEACE AND RIGHTS DEVELOPMENT OF SOCIETY,,,01715840998,PRDSBD@GMAIL.COM
835,Dhaka,Shahbagh,TECHNICAL,,136177,ASIA SYSTEM,,,01711463783,MONIR0103@GMAIL.COM
836,Dhaka,Wari,TECHNICAL,,132476,ANJUMAN MUFIDUL ISLAM TECHNICAL INSTITUTE,,,01552499508,AMITI_2015 @ YAHOO. COM
837,Dhaka,Badda,TECHNICAL,,132172,BADDA MANAGEMENT COLLEGE,,,01752301105,BTEB132172@ EDU.GOV.BD.
838,Dhaka,Mirpur,TECHNICAL,,132187,ISLAMIA BANK OF ICSTITUTE TECNOLOGY,,,01944797617,IBITDHAKA@GMAIL.COM
839,Dhaka,Turag,TECHNICAL,,132388,TURAG MANAGEMENT COLLEGE,,,01711462917,TMC.COLLEGEBD@YAHOO.COM
840,Dhaka,Kafrul,TECHNICAL,,132260,INSTITUE OF SCHIENCE TRADE AND TECHNOLOGY ( ISTT),,,01716613203,DIRECTOR@ISTT.EDU.BD 
841,Dhaka,Sher-E-Bangla Nagar,TECHNICAL,,133001,SMART COMPUTER SCIENCE AND TECHNOLOGY,,,01711054404,SCSTEDUCATIONDHAKA@GMAIL.COM
842,Dhaka,Pallabi,TECHNICAL,,133807,"CITY BUSINEES MANAGMENT COLLEGE,DHAKA",,,01865919874,CITYBMC2001@GMAIL.COM.BD
843,Dhaka,Uttar Khan,TECHNICAL,,132478,DHAKA MANAGEMENT COLLEGE,,,01752997977,DMC50138@GMAIL.COM
844,Dhaka,Kafrul,TECHNICAL,,134860,DHAKA S.A. BM COLLEGE,,,01837737250,SABMCOLLEGE@GMAIL.COM
845,Dhaka,Khilgaon,TECHNICAL,,136175,TARGET COMPUTER SYSTEM TRAINING CENTER,,,01715602133,TCSSHAMIM@GMAIL.COM
846,Dhaka,Mohammadpur,TECHNICAL,,108257,AL-HERA  TECH & COM.COLLEGE,,,01711056425,ALHERATCC@GMAIL.COM
847,Dhaka,Kafrul,TECHNICAL,,133871,M.C TECHNICAL & BUSINESS MANAGMENT COLLEGE,,,01819475402,MUSTAFA.BD86@GMAIL.COM
848,Dhaka,Darus Salam,TECHNICAL,,133253,BANGLADESH KOREA TECHNICAL TRAINING CENTRE,,,01552398373,PRINCIPALBKTTC67@YAHOO.COM
849,Dhaka,Uttara,TECHNICAL,,134696,SHANTO-MARIAM ACADEMY OF CREATIVE TECHNOLOGY,,,01817092320,
850,Dhaka,Mohammadpur,TECHNICAL,,133482,DHAKA COLLEGE OF MEDICAL TECHNOLOGY,,,01715818864,DCMT2005@GMAIL.COM
851,Dhaka,Badda,TECHNICAL,,132337,ENGINEERING AND INFORMATION TECNOLOGY,,,0173295899,EIT.BADDA@GMAIL.COM
852,Dhaka,Sher-E-Bangla Nagar,TECHNICAL,,137004,DHAKA MOHILA POLYTECHNIC INSTITUTE,,,01714204624,DHAKAMOHILAPOLY@YAHOO.COM
853,Dhaka,Uttara,TECHNICAL,,132475,NORTHERN INSTITUTE OF SCIENCE & TECHNOLOGY,,,01716426995,ENGGHASAN95@GMAIL.COM
854,Dhaka,Uttara,TECHNICAL,,136050,DHAKA INSTITUTE OF TECHNOLOGY,,,01911462917,DIT.COLLEGE@YAHOO.COM
855,Dhaka,Kafrul,TECHNICAL,,132767,INSTITUTE OF COMPUTER MANAGEMENT & SCIENCE,,,01711938917,ICMS50073@GMAIL.COM
856,Dhaka,Tejgaon Ind. Area,TECHNICAL,,137018,DHAKA POLYTECHNIC INSTITUTE,,,01992006465,PRINCIPAL_DPI54@YAHOO.COM
857,Dhaka,Mohammadpur,TECHNICAL,,132224,GRAPHIC ARTS INSTITUTS,,,01817046134,PRINCIPAL.GRAPHIC@GMAIL.COM
858,Dhaka,Uttara  Paschim,TECHNICAL,,132155,BANGLADESH TEXTILE ENGINEERING COLLEGE,,,01770609015,BTECBD2003@GMAIL
859,Dhaka,Kadamtali,TECHNICAL,,134085,DANIA TECHNICAL AND BUSINESS MANAGEMENT COLLEGE,,,01793213404,
860,Dhaka,Tejgaon Ind. Area,TECHNICAL,,132157,BANGLADESH INSTITUTE OF GLASS AND CERAMICS,,,01716237252,PRINCIPAL_BIGC@YAHOO.COM
861,Dhaka,Hazaribagh,TECHNICAL,,132751,HAZARIBAG IDEAL COMMERCE COLLEGE,,,01817580908,"BTEB132751@ EDURATIONBOARD. GOV, BD"
862,Dhaka,Wari,TECHNICAL,,135613,KAZI COMPUTER AND TECHNICAL INSTITUTE,,,01676524333,HYEMONIR2000@GMAIL.COM
863,Dhaka,Kalabagan,TECHNICAL,,138390,NATIONAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,01911115611,NIET.DHAKA@GMAIL.COM
864,Dhaka,Ramna,TECHNICAL,,133974,MEROPOLITAN TECHNICAL AND BUSINESS MANAGEMENT COLLEGE,,,01924728827,MDGOLAMMOSTAFA349@GEMAIL.COM
865,Dhaka,Lalbagh,TECHNICAL,,132794,AJIMPUR COMMERME COLLEGE,,,01817580908,BEMC.6583@GMAIL.COM
866,Dhaka,Dakshinkhan,TECHNICAL,,132509,UTTARA MANAGEMENT COLLEGE,,,01711008687,BETED132509@EDUCATIONBOARD.GOV.BD
867,Dhaka,Mirpur,TECHNICAL,,136575,MIRPUR INSTITUTE OF SCIENCE AND TECHNOLOGY,,,01819283733,MIST_MIRPUR@YAHOO.COM
868,Dhaka,Mirpur,TECHNICAL,,133127,BANGLADESH GERMAN TECHNICAL TRAINING CENTER,,,01714822316,BGTTC.1965@YAHOO.COM
869,Dhaka,Dakshinkhan,TECHNICAL,,132539,S.M.MOZAMMEL HAQUE TECHNICAL SCHOOL AND BUSINESS MANAGEMENT COLLEGE,,,01818399460,SMC5018@GMAIL.COM
870,Dhaka,Khilkhet,TECHNICAL,,132191,KHILKHATE KARIGORI MOHABIDDALAY,,,01716173804,KTC2005ED@GMAIL.COM
871,Dhaka,Bhasan Tek,TECHNICAL,,134679,ANWAR  HOSSAIN TECHNICAL SCHOOL AND SCIENCE TECHNOLOGY COLLEGE,,,01728780800,ANWARTECHNICAL05@GMAIL.COM 
872,Dhaka,Pallabi,TECHNICAL,,132589,OXFORD COMPUTER COLLEGE & TECHNOLOGY,,,01780234202,OXFODCCT50030@GMAIL.COM
873,Dhaka,Uttara  Paschim,TECHNICAL,,135246,GREENDALE POLYTECHNIC INSTITUTE,,,01919407729,ANIS_SRDI@YAHOO.COM
874,Dhaka,New Market,TECHNICAL,,132314,MULTIMEDIA COMPUTER AND ENGINEERING TECNOLOGY,,,01918799132,MCET.ENGINEERING.COLLEGE@GMAIL.COM
875,Dhaka,Uttara,TECHNICAL,,132447,UTTARA POLITECHNIC INSTITUTION,,,01552352160,UPI50097@GMAIL.COM
876,Dhaka,Mohammadpur,TECHNICAL,,132258,SHYAMOLI IDEAL POLYTECHNIC INSTITUTE,,,01711529418,SIPI_AC@YAHOO.COM
877,Dhaka,Sher-E-Bangla Nagar,TECHNICAL,,136495,GLOBAL COMPUTER TRAINING CENTRE,,,01980085005,GLOBALBD98@GMAIL.COM
878,Dhaka,Sher-E-Bangla Nagar,TECHNICAL,,132179,TECHNICAL AND VOCATIONAL EDUCATION INSTITIUTE,,,01914219070,50086TVEIDIU@GMAIL.COM
879,Dhaka,Dhamrai,TECHNICAL,,133135,DR. MD. AMINUR RAHMAN TECHNICAL & B.M COLLEGE,,,01715431997,MOMTAZ.BMC@GMAIL.COM
880,Dhaka,Khilgaon,TECHNICAL,,135953,MASTER CHEF INSTITUTE,,,01710823741,MASTERCHEFINS@GMAIL.COM
881,Dhaka,Mirpur,TECHNICAL,,132165,UCEP-MIRPUR TECHNICAL SCHOOL,,,01715351157,INFO@UCEPBD.ORG
882,Dhaka,Khilgaon,TECHNICAL,,132856,MOHANAGAR KARIGORI SCHOOL AND COLLEGE,,,01752997800,MOHANAGOR50009@GMAIL.COM
883,Dhaka,Pallabi,TECHNICAL,,133882,SHER-E-BANGLA TEACHER'S TRAINING COLLEGE(B.M),,,01552400973,PROF.AHH.EDU@GMAIL.COM
884,Dhaka,Dhanmondi,TECHNICAL,,132226,BANGLADESH SKILL  DEVELOPMENT INSTITUTE ,,,01713493248,ANSARUL@BSDI-BD.ORG
885,Dhaka,Mirpur,TECHNICAL,,132368,IDEAL INSTITUTE OF SCIENCE OF TECNOLOGY (I I S T),,,01819220091,IIST.ECC@GMAIL.COM
886,Dhaka,Ramna,TECHNICAL,,137035,NOYATOLA ANJUMAN MUFIDUL ISLAM VOCATIONAL INSTITUTE,,,01712625420,
887,Dhaka,Ramna,TECHNICAL,,136236,ANJUMAN RAYHANA MAHBUB TECHNICAL INSTITUTE,,,01712625420,RAKIBULISLAM28@GMAIL.COM
888,Dhaka,Adabor,TECHNICAL,,136463,M.K. TECHNICAL TRAINING INSTITUTE,,,01819981191,MKSERVICE153@GMAIL.COM
889,Dhaka,Kafrul,TECHNICAL,,132227,SAIC INSTITUTE OF MANAGEMENT AND TECHNOLOGY,,,01936005820,SIMT.DHAKA@GMAIL.COM
890,Dhaka,Adabor,TECHNICAL,,133862,AVAS COLLEGE,,,01711276703,AVAS.SATKHIRA@GMAIL.COM
891,Dhaka,Tejgaon,TECHNICAL,,136237,INSTITUTE OF FASHION DESIGN AND TECHNOLOGY,,,01715596796,
892,Dhaka,Jatrabari,TECHNICAL,,132613,DHAKA BUSINESS MANAGEMENT COLLEGE,,,01552385375,DBMC.DHAKA@GMAIL.COM
893,Dhaka,Uttara,TECHNICAL,,132332,MOMTAZ UDDIN BUSINESS MANAGEMENT COLLEGE,,,01911462917,MBMC.COLLEGE@YAHOO.COM
894,Dhaka,Turag,TECHNICAL,,132306,TURAG BUSINESS MANAGEMENT COLLEGE,,,01817595377,TURAGBMCOLLEGE@GMAIL.COM
895,Dhaka,Darus Salam,TECHNICAL,,132188,DHAKA CENTRAL POLYTECHNIC INSTITUTE,,,01964266501,DCPIBD123@GMAIL.COM
896,Dhaka,Dhanmondi,TECHNICAL,,135737,SKILL FOUNDATION CENTER,,,01711442746,SFCDHALOD@GMAIL.COM
897,Dhaka,Pallabi,TECHNICAL,,132309,MAWTS INSTITUTE OF TECHNOLOGY,,,01713384101,DIRMAWTS@CARITASMC.ORG
898,Dhaka,Uttar Khan,TECHNICAL,,136176,UTTARKHAN UNION TECHNICAL SCHOOL AND COLLEGE,,,01711908946,UKTS@GMAIL.COM
899,Dhaka,Gulshan,TECHNICAL,,134084,RADIENT COLLEGE OF MEDICAL TECHNOLOGY,,,01813292633,RADIANTCMT@YAHOO.COM
900,Dhaka,Mohammadpur,TECHNICAL,,132190,CENTRE  FOR  COMPUTER  STUDIES,,,01712812477,CCSLBTEB@YAHOO.COM
901,Dhaka,Rampura,TECHNICAL,,132901,"BANGABANDHU KARIGORI AND BANIJJA COLLEGE,DHAKA",,,01711248848,BANGABANDHU217@GMAIL.COM
902,Dhaka,Tejgaon,TECHNICAL,,132246,INSTITUTE OF TEXTILE ENGINEERING AND CLOTHING TECHNOLOGY,,,01911354104,ITECT_03@YAHOO.COM
903,Dhaka,Jatrabari,TECHNICAL,,138043,CCER POLYTECHNIC INSTITUTE,,,01796529983,CCER50649EDU@GMAIL.COM
904,Dhaka,Ramna,TECHNICAL,,132365,BANGLADESH INSTIUTE OF SCIENCE AND TECHNOLOGY BIST,,,01711593163,BIST.BD@LIVE.COM
905,Dhaka,Darus Salam,TECHNICAL,,133259,SHEIKH FAZILATUNNESA MUJIB  WOMEN T T C ,,,01715029096,SFMMTTC@GMAIL.COM
906,Dhaka,Lalbagh,TECHNICAL,,132620,PROVAT TECHNICAL & BUSINESS MANAGEMENT COLLEGE,,,01710672199,SAMADNAGARTEC@ MAIL.COM
907,Dhaka,New Market,TECHNICAL,,132280,nit (National institute of technology),,,01711530306,NYTC09@YAHOO.COM
908,Dhaka,Dhanmondi,TECHNICAL,,132173,ECOSURV POLYTECHNIC INSTITITE,,,01711111497,ECOSURV@YAHOO.COM
909,Dhaka,Uttara,TECHNICAL,,136600,UTTARA ADHUNIK MEDICAL INSTITUTE,,,01711462917,UAMI.COLLEGE@YAHOO.COM
910,Dhaka,Dhanmondi,TECHNICAL,,132180,ASIAN INSTITUTE OF MEDICAL SCIENCE,,,01711985913,
911,Dhaka,Sutrapur,TECHNICAL,,132524,DHAKA TECHNICAL SCHOOL AND COLLEGE,,,01718563427,DTC50057@GMAIL.COM
912,Dhaka,Khilkhet,TECHNICAL,,132196,KHILKHET IDEAL COMMERCE COLLEGE,,,01716773892,
913,Dhaka,Uttara,TECHNICAL,,132731,UTTARA  ENGINEERING COLLEGE,,,01707462917,UEC.COLLEGE@YAHOO.COM
914,Dhaka,Uttar Khan,TECHNICAL,,132573,"KARIGARI BANIJYA COLLEGE,UTTAR KHAN",,,01715460242,KBC4657@GMAIL.COM
915,Dhaka,Dhanmondi,TECHNICAL,,138389,WESTERN IDEAL INSTITUTE,,,01992057777,WII.DHAKA@GMAIL.COM
916,Dhaka,Ramna,TECHNICAL,,133070,DHAKA CITY MOHILA BANIJJIK MOHABIDDALAY,,,01712888026,DHAKACITY50064COLLEGE@GMAIL.COM
